,deprotonated microstate ID,protonated microstate ID,deprotonated microstate smiles,protonated microstate smiles,AM1BCC partial charge (prot. atom),AM1BCC partial charge (deprot. atom),AM1BCC partial charge (prot. atoms 1 bond away),AM1BCC partial charge (deprot. atoms 1 bond away),AM1BCC partial charge (prot. atoms 2 bond away),AM1BCC partial charge (deprot. atoms 2 bond away),Gasteiger partial charge (prot. atom),Gasteiger partial charge (deprot. atom),Gasteiger partial charge (prot. atoms 1 bond away),Gasteiger partial charge (deprot. atoms 1 bond away),Gasteiger partial charge (prot. atoms 2 bond away),Gasteiger partial charge (deprot. atoms 2 bond away),Extented Hückel partial charge (prot. atom),Extented Hückel partial charge (deprot. atom),Extented Hückel partial charge (prot. atoms 1 bond away),Extented Hückel partial charge (deprot. atoms 1 bond away),Extented Hückel partial charge (prot. atoms 2 bond away),Extented Hückel partial charge (deprot. atoms 2 bond away),∆G_solv (kJ/mol) (prot-deprot),SASA (Shrake),SASA (Lee),Bond Order,Change in Enthalpy (kJ/mol) (prot-deprot),pKa,href,num ionizable groups,Weight,pKa source
10,4-Bromoisoquinoline_micro001,4-Bromoisoquinoline_micro000,Brc1cncc2ccccc12,Brc1c[nH+]cc2ccccc12,-0.08610999584197998,-0.6625550389289856,-0.008445002138614655,0.4275899976491928,-0.06680333117643993,-0.32018668452898663,-0.21626557865103366,-0.2628850693896431,0.17796866754360913,0.03814614362248582,-0.02678086899835443,-0.07269888149250776,0.013412282993149444,-0.8107443364762728,0.2424524403085475,0.27106541128264927,0.07598262231285258,-0.20508517905829018,1.8469036185607877,11.57614060994767,11.641804492649417,0.7041733235531863,0.17293395679899698,3.31,OChem/ochem_database.pkl,1.0,207.97563774409,
11,2-bromoquinoline_micro001,2-bromoquinoline_micro000,Brc1ccc2ccccc2n1,Brc1ccc2ccccc2[nH+]1,-0.08698500692844391,-0.6303800344467163,0.0691225016489625,0.43656499683856964,-0.08178400099277497,-0.2615770071744919,-0.19873763656045518,-0.24091185253350209,0.22870890263782637,0.08892317731056257,-0.01929617413383054,-0.06674639202728187,-0.10292601330989594,-0.9241942037741139,0.44064081781694103,0.47105719200638096,-0.04929361776338402,-0.21975474901519157,0.07202839059448252,11.329839745906229,11.418281396811606,0.7146146121589909,-0.30380164925898145,1.05,OChem/ochem_database.pkl,1.0,207.97563774409,
12,trans-4-styryl-pyridine_micro001,trans-4-styryl-pyridine_micro000,C(=Cc1ccncc1)c1ccccc1,C(=Cc1cc[nH+]cc1)c1ccccc1,-0.1218000054359436,-0.6634600162506104,-0.009934999980032444,0.3931199908256531,-0.15798000494639078,-0.3815933366616567,-0.21777693181500615,-0.26469264856294694,0.1670615047261867,0.027325831020341536,-0.06642655169631613,-0.11259300101964272,0.007902811632961535,-0.8152294013121084,0.30127758069910227,0.32943436350014227,-0.04188990959867144,-0.3226443010672439,1.9683538237060532,11.57614060994767,11.455456023521348,0.7101972012874398,-1.5461547773778734,5.92,OChem/ochem_database.pkl,1.0,182.09642580409,
13,2-Benzylpyridine_micro001,2-Benzylpyridine_micro000,c1ccc(Cc2ccccn2)cc1,c1ccc(Cc2cccc[nH+]2)cc1,-0.08833999931812286,-0.6640300154685974,0.016762500628829002,0.4075150042772293,-0.09854499995708466,-0.31130625307559967,-0.21492323053853982,-0.26096131807198125,0.17509947254824962,0.03588348744068053,-0.03745118953715788,-0.08253773289774088,-0.020294936221312107,-0.8393482366750551,0.37116341202271164,0.39946356291263985,-0.039237820495142045,-0.24987913952180066,0.10652676851806575,11.57614060994767,11.657156551699462,0.7059166961183505,-1.4396688994390432,5.13,OChem/ochem_database.pkl,1.0,170.09642580409,
14,2-(1-p-chlorophenyl-3-pyrrolidino)prop-1-enylpyridine_micro001,2-(1-p-chlorophenyl-3-pyrrolidino)prop-1-enylpyridine_micro000,C(CN1CCCC1)=C(c1ccccc1)c1ccccn1,C(C[NH+]1CCCC1)=C(c1ccccc1)c1ccccn1,-0.6944750547409058,-0.7294800281524658,0.1395933379729589,0.1738199989000956,-0.3864410251379013,-0.3541350096464157,-0.33165126911375525,-0.29965158492315414,0.08392026809350889,0.004755145826540471,-0.13599182333073373,-0.14762762506806582,0.14914610317561164,-0.6423770868419909,0.22554283119245475,0.2410161256339973,0.046544436292442766,-0.27336644811006205,-167.7461916847046,3.9408138246630364,3.7996201337212585,0.7366611449480978,-4.645348701553069,9.37,OChem/ochem_database.pkl,1.0,265.16992509209,
15,2-(1-p-chlorophenyl-3-pyrrolidino)prop-1-enylpyridine_micro001,2-(1-p-chlorophenyl-3-pyrrolidino)prop-1-enylpyridine_micro000,C(C[NH+]1CCCC1)=C(c1ccccc1)c1ccccn1,C(C[NH+]1CCCC1)=C(c1ccccc1)c1cccc[nH+]1,-0.07427500188350677,-0.637095034122467,0.015890000388026237,0.40626250207424164,-0.06638999842107296,-0.2572250086814165,-0.21106383095255596,-0.2562523726685015,0.18889178112411711,0.04906648890555468,-0.035906381652795485,-0.08171598904249158,-0.029450895857350518,-0.8263549223941,0.35187651882020576,0.37737791158361433,-0.031949926533859224,-0.24046520429658153,-13.993721591259742,9.113131969533272,9.056322335589954,0.72640122667008,3.064884514122618,3.2,OChem/ochem_database.pkl,2.0,266.17720154418,
16,2-(piperidinoethyl)pyridine_micro001,2-(piperidinoethyl)pyridine_micro000,c1ccc(CCN2CCCCC2)nc1,c1ccc(CC[NH+]2CCCCC2)nc1,-0.6838950514793396,-0.7899399995803833,0.10913666586081187,0.2032599945863088,-0.344538015127182,-0.38396700024604796,-0.33461149499007753,-0.30294935563791275,0.07893209756456165,-8.882253521163829e-06,-0.12735204178889642,-0.13684699432020114,0.14682266033687452,-0.6120078061418238,0.2345654914817387,0.2442119918625613,0.04858194942742095,-0.25859197770495534,-178.05853920509642,4.187114688704476,3.570689085842916,0.7183581499025387,-3.683571247834966,9.29,OChem/ochem_database.pkl,1.0,191.15427502808998,
17,2-(piperidinoethyl)pyridine_micro001,2-(piperidinoethyl)pyridine_micro000,c1ccc(CC[NH+]2CCCCC2)nc1,c1ccc(CC[NH+]2CCCCC2)[nH+]c1,-0.08616499602794647,-0.6595450043678284,0.013297499157488346,0.38655249774456024,-0.11177750118076801,-0.31285374984145164,-0.21501771217233212,-0.2610821184378429,0.17572938941636315,0.036492202938816595,-0.031495671767372405,-0.07653893882508915,-0.01876233745262212,-0.8398158393518789,0.3625627099353092,0.39201584603936435,-0.04437339449324451,-0.2568311575290615,4.621070129589839,11.57614060994767,11.549601649670633,0.706029043000457,3.557854054510571,3.59,OChem/ochem_database.pkl,2.0,192.16155148017998,
18,3-[2-(N-PYRROLIDINYL)ETHYL]PYRIDINE_micro001,3-[2-(N-PYRROLIDINYL)ETHYL]PYRIDINE_micro000,c1cncc(CCN2CCCC2)c1,c1cncc(CC[NH+]2CCCC2)c1,-0.6926650404930115,-0.7208700180053711,0.10896500448385875,0.15983999272187552,-0.32559801936149596,-0.33353900611400605,-0.33465316557193886,-0.30300491985597283,0.07858450069860216,-0.00046280851898147053,-0.12848664932049192,-0.1395841082500079,0.14648689532790704,-0.6387830384709564,0.23129292644058494,0.24541138677277916,0.04593549272101145,-0.27007999802362426,-195.21912347260744,4.926017280828796,5.054685953129793,0.7324509639075096,-4.431322516999765,9.28,OChem/ochem_database.pkl,1.0,177.13862496408998,
19,4-(piperidinoethyl)pyridine_micro001,4-(piperidinoethyl)pyridine_micro000,c1cc(CCN2CCCCC2)ccn1,c1cc(CC[NH+]2CCCCC2)ccn1,-0.6839250326156616,-0.729544997215271,0.1099883367617925,0.17039666573206583,-0.32550801187753675,-0.33878699988126754,-0.33466053430723663,-0.3030075439135751,0.0784209715717757,-0.0005120816323418846,-0.13081991175082877,-0.14033579841207247,0.15070183328980247,-0.6117921037136814,0.23622107648994772,0.24603055336077487,0.05083073858032032,-0.25660588759901826,-195.14611117868654,4.679716416787356,4.995409308701199,0.7296997558707735,-2.968019045479269,9.06,OChem/ochem_database.pkl,1.0,191.15427502808998,
20,4-(piperidinoethyl)pyridine_micro001,4-(piperidinoethyl)pyridine_micro000,c1cc(CC[NH+]2CCCCC2)ccn1,c1cc(CC[NH+]2CCCCC2)cc[nH+]1,-0.07008500397205353,-0.6293400526046753,0.0019500013440847397,0.4131300151348114,-0.11783832808335622,-0.3700900177160899,-0.21779825835996972,-0.26471621057207856,0.16673913542642604,0.027007356458664086,-0.06898175578983999,-0.11515563899210975,-0.003297022718890892,-0.8259988269163954,0.3074287582423605,0.334508665660861,-0.05569526497900681,-0.33635483025495305,-5.47050190751952,11.57614060994767,11.388277140164929,0.7135078707587451,3.923746337679531,4.7,OChem/ochem_database.pkl,2.0,192.16155148017998,
21,3-(piperidinoethyl)pyridine_micro001,3-(piperidinoethyl)pyridine_micro000,c1cncc(CC[NH+]2CCCCC2)c1,c1c[nH+]cc(CC[NH+]2CCCCC2)c1,-0.07415999472141266,-0.6468900442123413,0.00030750036239624023,0.4232825040817261,-0.10744333018859227,-0.3788450211286545,-0.217569327962718,-0.264444492334885,0.16819231010320213,0.028455383246607617,-0.06458518852775422,-0.11067876420693572,0.020830790826517332,-0.7999187142436242,0.28144505211963056,0.30960025897639687,0.014196127242934934,-0.2659040405603212,-4.55546159272464,11.329839745906229,11.589312171208626,0.7034001400637663,3.5109473956743353,4.25,OChem/ochem_database.pkl,2.0,192.16155148017998,
22,"Pyrrolidine, 1-(3-pyrrolidin-1-yl)propyl-_micro001","Pyrrolidine, 1-(3-pyrrolidin-1-yl)propyl-_micro000",C1CCN(CCCN2CCCC2)C1,C1CCN(CCC[NH+]2CCCC2)C1,-0.6922550201416016,-0.7015299797058105,0.11022333800792694,0.14945000410079956,-0.341067011654377,-0.33639799505472184,-0.3348885249276441,-0.3032870210953055,0.07760604394153314,-0.001435216823436263,-0.13137441539224745,-0.14250437939161745,0.14073990373142667,-0.6414286358822503,0.22759832894816215,0.24027240912605383,0.039459523959718426,-0.2774043552197826,-695.2724806955873,4.433415552745916,4.5944503615039745,0.7320745922466478,-5.370441838435679,10.04,OChem/ochem_database.pkl,1.0,183.18557515608998,
23,"Pyrrolidine, 1-(2-pyrrolidine-1-yl)ethyl-:_micro001","Pyrrolidine, 1-(2-pyrrolidine-1-yl)ethyl-:_micro000",C1CCN(CCN2CCCC2)C1,C1CCN(CC[NH+]2CCCC2)C1,-0.6913750171661377,-0.7577550411224365,0.10256333649158478,0.1751866638660431,-0.2802760064601898,-0.3050560146570206,-0.33386914825558617,-0.3020647998226093,0.08152625519387646,0.002463808411218031,-0.12330380400836378,-0.13431827377749173,0.1453529810925558,-0.6372789400830648,0.2185794588374891,0.23183725661759955,0.09357974123008936,-0.22210696877591243,-177.11779120580445,5.418619008911675,5.835836404770435,0.7379616320487828,-3.5238411549422524,9.17,OChem/ochem_database.pkl,1.0,169.16992509208998,
24,"1-(3,3-diphenyl)propylpiperidine_micro001","1-(3,3-diphenyl)propylpiperidine_micro000",c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,c1ccc(C(CC[NH+]2CCCCC2)c2ccccc2)cc1,-0.6811150312423706,-0.7445399761199951,0.10649500290552776,0.1756316622098287,-0.332592011988163,-0.3512829914689064,-0.3349074803758873,-0.30330338849013216,0.07735436892056276,-0.0015712745835169603,-0.13379486472059016,-0.14334756534519216,0.1459801154033234,-0.6211123923291526,0.22328154539179593,0.23464595811675557,0.0487899052335981,-0.2611047889061815,-182.2812752747925,4.433415552745916,4.582303297184998,0.733294688184347,2.4849227173813495,8.91,OChem/ochem_database.pkl,1.0,280.20597625209,
25,1-(2-piperidino)ethylpiperidine_micro001,1-(2-piperidino)ethylpiperidine_micro000,C1CCN(CCN2CCCCC2)CC1,C1CCN(CC[NH+]2CCCCC2)CC1,-0.6824250221252441,-0.7800450325012207,0.10288667182127635,0.19366166989008585,-0.27852501571178434,-0.3114510148763657,-0.33387570855256354,-0.30206646395091064,0.08138122915391316,0.0024327440258371242,-0.12535455118493521,-0.13478689283771947,0.14958283284846416,-0.6154639871954787,0.2215717287039368,0.23199881442748035,0.098678447947603,-0.2098442188561278,-192.6278017980377,4.187114688704476,3.942523588545019,0.7237342856556386,-1.8437893227533992,9.17,OChem/ochem_database.pkl,1.0,197.20122522008998,
